"name","label","geometry","site"
534,534,"44.0182 4.1554","ripisylves_gardon"
535,535,"44.0198 4.1054","ripisylves_gardon"
536,536,"44.0199 4.1066","ripisylves_gardon"
537,537,"44.0208 4.1072","ripisylves_gardon"
538,538,"44.0245 4.1113","ripisylves_gardon"
539,539,"44.0252 4.1198","ripisylves_gardon"
540,540,"44.0278 4.1165","ripisylves_gardon"
541,541,"44.0273 4.1172","ripisylves_gardon"
542,542,"44.0297 4.1242","ripisylves_gardon"
543,543,"44.0309 4.1266","ripisylves_gardon"
544,544,"44.0306 4.1293","ripisylves_gardon"
545,545,"44.0311 4.1296","ripisylves_gardon"
546,546,"44.0070 4.1370","ripisylves_gardon"
547,547,"44.0293 4.1524","ripisylves_gardon"
548,548,"44.0172 4.1525","ripisylves_gardon"
549,549,"44.0353 4.1820","ripisylves_gardon"
550,550,"44.0350 4.1832","ripisylves_gardon"
551,551,"44.0349 4.1842","ripisylves_gardon"
552,552,"44.0351 4.1848","ripisylves_gardon"
553,553,"44.0347 4.1810","ripisylves_gardon"
554,554,"44.0337 4.1881","ripisylves_gardon"
555,555,"44.0332 4.1883","ripisylves_gardon"
556,556,"44.0265 4.1954","ripisylves_gardon"
557,557,"44.0281 4.1955","ripisylves_gardon"
558,558,"44.0002 4.2057","ripisylves_gardon"
559,559,"44.0006 4.2028","ripisylves_gardon"
560,560,"44.0024 4.2046","ripisylves_gardon"
561,561,"44.0028 4.2041","ripisylves_gardon"
562,562,"44.0036 4.2023","ripisylves_gardon"
563,563,"44.0043 4.2025","ripisylves_gardon"
564,564,"44.0134 4.1958","ripisylves_gardon"
565,565,"44.0138 4.1947","ripisylves_gardon"
566,566,"44.0152 4.1955","ripisylves_gardon"
567,567,"44.0155 4.1963","ripisylves_gardon"
568,568,"44.0154 4.1958","ripisylves_gardon"
569,569,"44.0192 4.1960","ripisylves_gardon"
570,570,"44.0191 4.1945","ripisylves_gardon"
571,571,"44.0477 4.1563","ripisylves_gardon"
572,572,"43.9321 4.5859","ripisylves_gardon"
573,573,"43.9583 4.2598","ripisylves_gardon"
574,574,"44.0333 4.1167","ripisylves_gardon"
575,575,"44.0328 4.1254","ripisylves_gardon"
576,576,"44.0326 4.1124","ripisylves_gardon"
577,577,"44.0370 4.1303","ripisylves_gardon"
578,578,"44.0367 4.1359","ripisylves_gardon"
579,579,"44.0145 4.1572","ripisylves_gardon"
580,580,"44.0168 4.1562","ripisylves_gardon"
581,581,"44.0216 4.1538","ripisylves_gardon"
582,582,"44.0283 4.1130","ripisylves_gardon"
583,583,"44.0291 4.1128","ripisylves_gardon"
584,584,"44.0307 4.1313","ripisylves_gardon"
585,585,"44.0297 4.1295","ripisylves_gardon"
586,586,"44.0288 4.1297","ripisylves_gardon"
587,587,"44.0279 4.1144","ripisylves_gardon"
588,588,"44.0287 4.1145","ripisylves_gardon"
589,589,"44.0284 4.1161","ripisylves_gardon"
590,590,"44.0285 4.1171","ripisylves_gardon"
591,591,"44.0283 4.1197","ripisylves_gardon"
592,592,"44.0281 4.1224","ripisylves_gardon"
593,593,"44.0272 4.1229","ripisylves_gardon"
594,594,"44.0361 4.1241","ripisylves_gardon"
595,595,"44.0362 4.1270","ripisylves_gardon"
596,596,"44.0240 4.1525","ripisylves_gardon"
597,597,"44.0184 4.1592","ripisylves_gardon"
598,598,"44.0126 4.1613","ripisylves_gardon"
599,599,"44.0173 4.1597","ripisylves_gardon"
600,600,"44.0198 4.1619","ripisylves_gardon"
601,601,"44.0201 4.1614","ripisylves_gardon"
602,602,"44.0203 4.1629","ripisylves_gardon"
603,603,"44.0193 4.1607","ripisylves_gardon"
604,604,"44.0199 4.1627","ripisylves_gardon"
605,605,"44.0206 4.1609","ripisylves_gardon"
606,606,"44.0195 4.1624","ripisylves_gardon"
607,607,"44.0207 4.1618","ripisylves_gardon"
608,608,"44.0214 4.1634","ripisylves_gardon"
609,609,"44.0178 4.1639","ripisylves_gardon"
610,610,"44.0187 4.1606","ripisylves_gardon"
611,611,"44.0175 4.1649","ripisylves_gardon"
612,612,"44.0184 4.1664","ripisylves_gardon"
613,613,"44.0176 4.1659","ripisylves_gardon"
614,614,"44.0175 4.1662","ripisylves_gardon"
615,615,"44.0202 4.1655","ripisylves_gardon"
616,616,"44.0203 4.1681","ripisylves_gardon"
617,617,"44.0172 4.1777","ripisylves_gardon"
618,618,"44.0190 4.1739","ripisylves_gardon"
619,619,"44.0160 4.1788","ripisylves_gardon"
620,620,"44.0156 4.1776","ripisylves_gardon"
621,621,"44.0142 4.1814","ripisylves_gardon"
622,622,"44.0103 4.1850","ripisylves_gardon"
623,623,"44.0083 4.1848","ripisylves_gardon"
624,624,"44.0093 4.1854","ripisylves_gardon"
625,625,"44.0094 4.1847","ripisylves_gardon"
626,626,"44.0083 4.1854","ripisylves_gardon"
627,627,"44.0070 4.1853","ripisylves_gardon"
628,628,"44.0083 4.1860","ripisylves_gardon"
629,629,"44.0067 4.1878","ripisylves_gardon"
630,630,"44.0066 4.1927","ripisylves_gardon"
631,631,"44.0268 4.1941","ripisylves_gardon"
632,632,"44.0349 4.1568","ripisylves_gardon"
633,633,"44.0328 4.1888","ripisylves_gardon"
634,634,"44.0314 4.1937","ripisylves_gardon"
635,635,"44.0352 4.1631","ripisylves_gardon"
636,636,"44.0063 4.1904","ripisylves_gardon"
637,637,"44.0047 4.2014","ripisylves_gardon"
638,638,"44.0036 4.1991","ripisylves_gardon"
639,639,"44.0044 4.2010","ripisylves_gardon"
640,640,"44.0197 4.1913","ripisylves_gardon"
641,641,"44.0147 4.1955","ripisylves_gardon"
642,642,"44.0191 4.1583","ripisylves_gardon"
643,643,"44.0217 4.1627","ripisylves_gardon"
644,644,"44.0224 4.1637","ripisylves_gardon"
645,645,"44.0220 4.1658","ripisylves_gardon"
646,646,"44.0233 4.1654","ripisylves_gardon"
647,647,"44.0234 4.1671","ripisylves_gardon"
648,648,"44.0223 4.1728","ripisylves_gardon"
649,649,"44.0228 4.1705","ripisylves_gardon"
650,650,"44.0229 4.1672","ripisylves_gardon"
651,651,"44.0223 4.1709","ripisylves_gardon"
652,652,"44.0371 4.1399","ripisylves_gardon"
653,653,"44.0364 4.1410","ripisylves_gardon"
654,654,"44.0153 4.1825","ripisylves_gardon"
655,655,"44.0161 4.1818","ripisylves_gardon"
656,656,"44.0168 4.1820","ripisylves_gardon"
657,657,"44.0136 4.1860","ripisylves_gardon"
658,658,"44.0134 4.1840","ripisylves_gardon"
659,659,"44.0110 4.1863","ripisylves_gardon"
660,660,"44.0140 4.1841","ripisylves_gardon"
661,661,"44.0141 4.1835","ripisylves_gardon"
662,662,"44.0150 4.1848","ripisylves_gardon"
663,663,"44.0141 4.1859","ripisylves_gardon"
664,664,"44.0140 4.1845","ripisylves_gardon"
665,665,"44.0140 4.1867","ripisylves_gardon"
666,666,"44.0108 4.1527","ripisylves_gardon"
667,667,"44.0031 4.1872","ripisylves_gardon"
668,668,"44.0099 4.1910","ripisylves_gardon"
669,669,"44.0098 4.1940","ripisylves_gardon"
670,670,"44.0097 4.1949","ripisylves_gardon"
671,671,"44.0091 4.1964","ripisylves_gardon"
672,672,"44.0070 4.1969","ripisylves_gardon"
673,673,"44.0255 4.1639","ripisylves_gardon"
674,674,"44.0296 4.1425","ripisylves_gardon"
675,675,"44.0287 4.1419","ripisylves_gardon"
676,676,"44.0257 4.1420","ripisylves_gardon"
677,677,"44.0271 4.1425","ripisylves_gardon"
678,678,"44.0263 4.1422","ripisylves_gardon"
679,679,"44.0249 4.1304","ripisylves_gardon"
680,680,"44.0244 4.1314","ripisylves_gardon"
681,681,"44.0241 4.1320","ripisylves_gardon"
682,682,"44.0235 4.1293","ripisylves_gardon"
683,683,"44.0192 4.1387","ripisylves_gardon"
684,684,"44.0189 4.1355","ripisylves_gardon"
685,685,"44.0232 4.1381","ripisylves_gardon"
686,686,"44.0235 4.1237","ripisylves_gardon"
687,687,"44.0261 4.1177","ripisylves_gardon"
688,688,"44.0255 4.1161","ripisylves_gardon"
689,689,"44.0246 4.1134","ripisylves_gardon"
690,690,"44.0231 4.1117","ripisylves_gardon"
691,691,"44.0240 4.1128","ripisylves_gardon"
692,692,"44.0241 4.1175","ripisylves_gardon"
693,693,"44.0245 4.1195","ripisylves_gardon"
694,694,"44.0233 4.1129","ripisylves_gardon"
695,695,"44.0220 4.1169","ripisylves_gardon"
696,696,"44.0214 4.1180","ripisylves_gardon"
697,697,"44.0211 4.1194","ripisylves_gardon"
698,698,"44.0218 4.1206","ripisylves_gardon"
699,699,"44.0222 4.1200","ripisylves_gardon"
700,700,"44.0194 4.1135","ripisylves_gardon"
701,701,"44.0196 4.1143","ripisylves_gardon"
702,702,"44.0210 4.1107","ripisylves_gardon"
703,703,"44.0216 4.1129","ripisylves_gardon"
704,704,"44.0222 4.1121","ripisylves_gardon"
705,705,"44.0221 4.1109","ripisylves_gardon"
706,706,"44.0212 4.1085","ripisylves_gardon"
707,707,"44.0181 4.1167","ripisylves_gardon"
708,708,"44.0181 4.1213","ripisylves_gardon"
709,709,"44.0173 4.1209","ripisylves_gardon"
710,710,"44.0176 4.1207","ripisylves_gardon"
711,711,"44.0196 4.1245","ripisylves_gardon"
712,712,"44.0188 4.1253","ripisylves_gardon"
713,713,"44.0187 4.1271","ripisylves_gardon"
714,714,"44.0084 4.1572","ripisylves_gardon"
715,715,"44.0095 4.1493","ripisylves_gardon"
716,716,"44.0065 4.1374","ripisylves_gardon"
717,717,"44.0078 4.1399","ripisylves_gardon"
718,718,"44.0153 4.1787","ripisylves_gardon"
719,719,"44.0140 4.1779","ripisylves_gardon"
720,720,"44.0127 4.1764","ripisylves_gardon"
721,721,"44.0151 4.1746","ripisylves_gardon"
722,722,"44.0110 4.1721","ripisylves_gardon"
723,723,"44.0116 4.1627","ripisylves_gardon"
724,724,"44.0113 4.1618","ripisylves_gardon"
725,725,"44.0144 4.1598","ripisylves_gardon"
726,726,"44.0144 4.1587","ripisylves_gardon"
727,727,"44.0157 4.1586","ripisylves_gardon"
728,728,"44.0164 4.1588","ripisylves_gardon"
729,729,"44.0157 4.1592","ripisylves_gardon"
730,730,"44.0167 4.1581","ripisylves_gardon"
731,731,"44.0159 4.1573","ripisylves_gardon"
732,732,"44.0144 4.1676","ripisylves_gardon"
733,733,"44.0109 4.1637","ripisylves_gardon"
734,734,"44.0108 4.1651","ripisylves_gardon"
735,735,"44.0108 4.1693","ripisylves_gardon"
736,736,"44.0017 4.1905","ripisylves_gardon"
737,737,"44.0016 4.1889","ripisylves_gardon"
738,738,"43.9965 4.1906","ripisylves_gardon"
739,739,"43.9989 4.1887","ripisylves_gardon"
740,740,"43.9994 4.1838","ripisylves_gardon"
741,741,"44.0006 4.1853","ripisylves_gardon"
742,742,"44.0044 4.1699","ripisylves_gardon"
743,743,"43.9748 4.1626","ripisylves_gardon"
744,744,"43.9860 4.1959","ripisylves_gardon"
745,745,"43.9857 4.1965","ripisylves_gardon"
746,746,"44.0247 4.1672","ripisylves_gardon"
747,747,"44.0191 4.1579","ripisylves_gardon"
748,748,"44.0193 4.1580","ripisylves_gardon"
749,749,"44.0246 4.1582","ripisylves_gardon"
750,750,"44.0204 4.1568","ripisylves_gardon"
751,751,"44.0199 4.1536","ripisylves_gardon"
752,752,"44.0212 4.1546","ripisylves_gardon"
753,753,"44.0254 4.1602","ripisylves_gardon"
754,754,"44.0326 4.1609","ripisylves_gardon"
755,755,"44.0270 4.1624","ripisylves_gardon"
756,756,"44.0269 4.1635","ripisylves_gardon"
757,757,"44.0317 4.1879","ripisylves_gardon"
758,758,"44.0280 4.1612","ripisylves_gardon"
759,759,"44.0285 4.1627","ripisylves_gardon"
760,760,"44.0283 4.1620","ripisylves_gardon"
761,761,"44.0235 4.3432","ripisylves_gardon"
762,762,"44.0090 4.1860","ripisylves_gardon"
763,763,"43.9443 4.2911","ripisylves_gardon"
764,764,"44.0212 4.3796","ripisylves_gardon"
765,765,"44.0204 4.3804","ripisylves_gardon"
766,766,"44.0143 4.3833","ripisylves_gardon"
767,767,"44.0232 4.3681","ripisylves_gardon"
768,768,"44.0237 4.3670","ripisylves_gardon"
769,769,"44.0241 4.3684","ripisylves_gardon"
770,770,"44.0280 4.3467","ripisylves_gardon"
771,771,"44.0285 4.3469","ripisylves_gardon"
772,772,"44.0246 4.3638","ripisylves_gardon"
773,773,"44.0242 4.3650","ripisylves_gardon"
774,774,"44.0256 4.3664","ripisylves_gardon"
775,775,"44.0252 4.3676","ripisylves_gardon"
776,776,"44.0297 4.3642","ripisylves_gardon"
777,777,"44.0294 4.3664","ripisylves_gardon"
778,778,"44.0294 4.3657","ripisylves_gardon"
779,779,"44.0323 4.3692","ripisylves_gardon"
780,780,"44.0275 4.3639","ripisylves_gardon"
781,781,"44.0288 4.3545","ripisylves_gardon"
782,782,"44.0318 4.3533","ripisylves_gardon"
783,783,"44.0355 4.3567","ripisylves_gardon"
784,784,"44.0363 4.3600","ripisylves_gardon"
785,785,"44.0358 4.3609","ripisylves_gardon"
786,786,"44.0376 4.3582","ripisylves_gardon"
787,787,"44.0394 4.3575","ripisylves_gardon"
788,788,"44.0418 4.3630","ripisylves_gardon"
789,789,"44.0416 4.3643","ripisylves_gardon"
790,790,"44.0429 4.3649","ripisylves_gardon"
791,791,"44.0437 4.3659","ripisylves_gardon"
792,792,"44.0381 4.3562","ripisylves_gardon"
793,793,"44.0395 4.3521","ripisylves_gardon"
794,794,"44.0418 4.3527","ripisylves_gardon"
795,795,"44.0368 4.3518","ripisylves_gardon"
796,796,"44.0307 4.3511","ripisylves_gardon"
797,797,"44.0372 4.3530","ripisylves_gardon"
798,798,"44.0315 4.3713","ripisylves_gardon"
799,799,"44.0336 4.3529","ripisylves_gardon"
800,800,"44.0349 4.3521","ripisylves_gardon"
801,801,"44.0345 4.3518","ripisylves_gardon"
802,802,"44.0336 4.3483","ripisylves_gardon"
803,803,"44.0358 4.3560","ripisylves_gardon"
804,804,"44.0411 4.3552","ripisylves_gardon"
805,805,"44.0347 4.3479","ripisylves_gardon"
806,806,"44.0421 4.3519","ripisylves_gardon"
807,807,"44.0341 4.3550","ripisylves_gardon"
808,808,"44.0405 4.3556","ripisylves_gardon"
809,809,"44.0400 4.3562","ripisylves_gardon"
810,810,"44.0423 4.3507","ripisylves_gardon"
811,811,"44.0388 4.3547","ripisylves_gardon"
812,812,"44.0366 4.3551","ripisylves_gardon"
813,813,"44.0469 4.3588","ripisylves_gardon"
814,814,"44.0147 4.3864","ripisylves_gardon"
815,815,"43.9984 4.3860","ripisylves_gardon"
816,816,"43.9999 4.3872","ripisylves_gardon"
817,817,"44.0026 4.3939","ripisylves_gardon"
818,818,"44.0028 4.3902","ripisylves_gardon"
819,819,"44.0022 4.3905","ripisylves_gardon"
820,820,"44.0032 4.3903","ripisylves_gardon"
821,821,"44.0043 4.3887","ripisylves_gardon"
822,822,"44.0048 4.3878","ripisylves_gardon"
823,823,"44.0053 4.3886","ripisylves_gardon"
824,824,"44.0050 4.3884","ripisylves_gardon"
825,825,"43.9955 4.3790","ripisylves_gardon"
826,826,"43.9947 4.3804","ripisylves_gardon"
827,827,"43.9966 4.3822","ripisylves_gardon"
828,828,"43.9959 4.3825","ripisylves_gardon"
829,829,"43.9961 4.3835","ripisylves_gardon"
830,830,"44.0015 4.3915","ripisylves_gardon"
831,831,"44.0011 4.3855","ripisylves_gardon"
832,832,"44.0041 4.3834","ripisylves_gardon"
833,833,"44.0078 4.3814","ripisylves_gardon"
834,834,"44.0061 4.3829","ripisylves_gardon"
835,835,"44.0064 4.3825","ripisylves_gardon"
836,836,"44.0076 4.3795","ripisylves_gardon"
837,837,"44.0069 4.3785","ripisylves_gardon"
838,838,"44.0090 4.3781","ripisylves_gardon"
839,839,"44.0098 4.3940","ripisylves_gardon"
840,840,"44.0019 4.3953","ripisylves_gardon"
841,841,"44.0025 4.3952","ripisylves_gardon"
842,842,"44.0034 4.3963","ripisylves_gardon"
843,843,"44.0037 4.3966","ripisylves_gardon"
844,844,"44.0074 4.3967","ripisylves_gardon"
845,845,"44.0010 4.3984","ripisylves_gardon"
846,846,"44.0039 4.3971","ripisylves_gardon"
847,847,"44.0042 4.3975","ripisylves_gardon"
848,848,"44.0042 4.3969","ripisylves_gardon"
849,849,"43.9992 4.3978","ripisylves_gardon"
850,850,"43.9991 4.3991","ripisylves_gardon"
851,851,"44.0005 4.3795","ripisylves_gardon"
852,852,"44.0009 4.3800","ripisylves_gardon"
853,853,"43.9066 4.5869","ripisylves_gardon"
854,854,"43.9042 4.5881","ripisylves_gardon"
855,855,"43.9042 4.5883","ripisylves_gardon"
856,856,"43.9015 4.5856","ripisylves_gardon"
857,857,"43.9024 4.5874","ripisylves_gardon"
858,858,"43.8992 4.5882","ripisylves_gardon"
859,859,"43.8977 4.5892","ripisylves_gardon"
860,860,"43.8950 4.5922","ripisylves_gardon"
861,861,"43.8965 4.5906","ripisylves_gardon"
862,862,"43.8932 4.5956","ripisylves_gardon"
863,863,"43.8935 4.5933","ripisylves_gardon"
864,864,"43.8938 4.5944","ripisylves_gardon"
865,865,"43.8810 4.5924","ripisylves_gardon"
866,866,"43.8838 4.5897","ripisylves_gardon"
867,867,"43.8977 4.5854","ripisylves_gardon"
868,868,"43.8917 4.5909","ripisylves_gardon"
869,869,"43.8968 4.5857","ripisylves_gardon"
870,870,"43.8956 4.5869","ripisylves_gardon"
871,871,"43.8941 4.5889","ripisylves_gardon"
872,872,"43.8930 4.5897","ripisylves_gardon"
873,873,"43.8881 4.5904","ripisylves_gardon"
874,874,"43.8942 4.5882","ripisylves_gardon"
875,875,"43.8947 4.5875","ripisylves_gardon"
876,876,"43.8936 4.5885","ripisylves_gardon"
877,877,"43.8929 4.5895","ripisylves_gardon"
878,878,"43.8941 4.5876","ripisylves_gardon"
879,879,"43.8820 4.5871","ripisylves_gardon"
880,880,"43.8755 4.5871","ripisylves_gardon"
881,881,"43.8718 4.5882","ripisylves_gardon"
882,882,"43.8704 4.5886","ripisylves_gardon"
883,883,"43.8705 4.5889","ripisylves_gardon"
884,884,"43.8698 4.5893","ripisylves_gardon"
885,885,"43.8752 4.5905","ripisylves_gardon"
886,886,"43.8641 4.5916","ripisylves_gardon"
887,887,"43.8631 4.5930","ripisylves_gardon"
888,888,"43.8638 4.5921","ripisylves_gardon"
889,889,"43.8637 4.5923","ripisylves_gardon"
890,890,"43.8696 4.5905","ripisylves_gardon"
891,891,"43.8639 4.5948","ripisylves_gardon"
892,892,"43.8683 4.5927","ripisylves_gardon"
893,893,"43.8745 4.5906","ripisylves_gardon"
894,894,"43.8751 4.5910","ripisylves_gardon"
895,895,"43.8625 4.5986","ripisylves_gardon"
896,896,"43.8622 4.5966","ripisylves_gardon"
897,897,"43.8644 4.5969","ripisylves_gardon"
898,898,"43.8624 4.5936","ripisylves_gardon"
899,899,"43.8600 4.6088","ripisylves_gardon"
900,900,"43.8639 4.6055","ripisylves_gardon"
901,901,"43.8626 4.6045","ripisylves_gardon"
902,902,"43.8595 4.5920","ripisylves_gardon"
903,903,"43.8562 4.5986","ripisylves_gardon"
904,904,"43.8560 4.5977","ripisylves_gardon"
905,905,"43.8517 4.6127","ripisylves_gardon"
906,906,"43.8650 4.6065","ripisylves_gardon"
907,907,"43.8651 4.6094","ripisylves_gardon"
908,908,"43.8539 4.6111","ripisylves_gardon"
909,909,"43.8545 4.5982","ripisylves_gardon"
910,910,"43.8527 4.5991","ripisylves_gardon"
911,911,"43.8530 4.5989","ripisylves_gardon"
912,912,"43.8522 4.5990","ripisylves_gardon"
913,913,"43.8539 4.6073","ripisylves_gardon"
914,914,"43.8536 4.6094","ripisylves_gardon"
915,915,"43.8503 4.6119","ripisylves_gardon"
916,916,"43.8466 4.6118","ripisylves_gardon"
917,917,"43.8475 4.6136","ripisylves_gardon"
918,918,"43.8471 4.6134","ripisylves_gardon"
919,919,"43.8482 4.6136","ripisylves_gardon"
920,920,"43.8458 4.6125","ripisylves_gardon"
921,921,"43.8494 4.6136","ripisylves_gardon"
922,922,"43.8477 4.6113","ripisylves_gardon"
923,923,"43.8512 4.6133","ripisylves_gardon"
924,924,"43.8482 4.6144","ripisylves_gardon"
925,925,"43.8486 4.6152","ripisylves_gardon"
926,926,"43.8506 4.6139","ripisylves_gardon"
927,927,"43.8490 4.6116","ripisylves_gardon"
928,928,"43.8468 4.6097","ripisylves_gardon"
929,929,"43.8578 4.6082","ripisylves_gardon"
930,930,"43.8964 4.5941","ripisylves_gardon"
931,931,"43.8979 4.5945","ripisylves_gardon"
932,932,"43.8987 4.5942","ripisylves_gardon"
933,933,"43.8996 4.5947","ripisylves_gardon"
934,934,"43.8999 4.5916","ripisylves_gardon"
935,935,"43.9023 4.5894","ripisylves_gardon"
936,936,"43.9000 4.5975","ripisylves_gardon"
937,937,"43.8997 4.5975","ripisylves_gardon"
938,938,"43.8998 4.5952","ripisylves_gardon"
939,939,"43.8936 4.5954","ripisylves_gardon"
940,940,"43.9011 4.5979","ripisylves_gardon"
941,941,"43.9068 4.5945","ripisylves_gardon"
942,942,"43.9072 4.5972","ripisylves_gardon"
943,943,"43.9091 4.5953","ripisylves_gardon"
944,944,"43.9112 4.5935","ripisylves_gardon"
945,945,"43.9106 4.5934","ripisylves_gardon"
946,946,"43.9108 4.5983","ripisylves_gardon"
947,947,"43.9043 4.5942","ripisylves_gardon"
948,948,"43.9243 4.5901","ripisylves_gardon"
949,949,"43.9309 4.5864","ripisylves_gardon"
950,950,"43.9315 4.5856","ripisylves_gardon"
951,951,"43.9328 4.5838","ripisylves_gardon"
952,952,"43.8916 4.5840","ripisylves_gardon"
953,953,"43.8896 4.5916","ripisylves_gardon"
954,954,"43.8919 4.5898","ripisylves_gardon"
955,955,"43.8906 4.5828","ripisylves_gardon"
956,956,"43.8897 4.5836","ripisylves_gardon"
957,957,"43.8892 4.5846","ripisylves_gardon"
958,958,"43.8890 4.5850","ripisylves_gardon"
959,959,"43.9012 4.5756","ripisylves_gardon"
960,960,"43.9019 4.5758","ripisylves_gardon"
961,961,"43.9037 4.5780","ripisylves_gardon"
962,962,"43.9127 4.5742","ripisylves_gardon"
963,963,"43.9136 4.5849","ripisylves_gardon"
964,964,"43.8995 4.5757","ripisylves_gardon"
965,965,"43.8920 4.5932","ripisylves_gardon"
966,966,"43.8957 4.5838","ripisylves_gardon"
967,967,"43.8956 4.5789","ripisylves_gardon"
968,968,"43.8955 4.5766","ripisylves_gardon"
969,969,"43.8822 4.5891","ripisylves_gardon"
970,970,"44.0318 4.1429","ripisylves_gardon"
971,971,"44.0320 4.1418","ripisylves_gardon"
972,972,"44.0313 4.1425","ripisylves_gardon"
973,973,"44.0364 4.1396","ripisylves_gardon"
974,974,"44.0360 4.1425","ripisylves_gardon"
975,975,"44.0369 4.1420","ripisylves_gardon"
976,976,"44.0361 4.1433","ripisylves_gardon"
977,977,"44.0223 4.1245","ripisylves_gardon"
978,978,"44.0205 4.1209","ripisylves_gardon"
979,979,"44.0200 4.1227","ripisylves_gardon"
980,980,"44.0257 4.1249","ripisylves_gardon"
981,981,"44.0242 4.1206","ripisylves_gardon"
982,982,"44.0268 4.1081","ripisylves_gardon"
983,983,"44.0259 4.1177","ripisylves_gardon"
984,984,"44.0231 4.1191","ripisylves_gardon"
985,985,"44.0108 4.1845","ripisylves_gardon"
986,986,"44.0117 4.1969","ripisylves_gardon"
987,987,"44.0096 4.1963","ripisylves_gardon"
988,988,"44.0130 4.1948","ripisylves_gardon"
989,989,"44.0134 4.1951","ripisylves_gardon"
990,990,"44.0126 4.1955","ripisylves_gardon"
991,991,"44.0184 4.1938","ripisylves_gardon"
992,992,"44.0114 4.1648","ripisylves_gardon"
993,993,"44.0120 4.1631","ripisylves_gardon"
994,994,"44.0120 4.1641","ripisylves_gardon"
995,995,"44.0143 4.1546","ripisylves_gardon"
996,996,"44.0134 4.1527","ripisylves_gardon"
997,997,"44.0133 4.1536","ripisylves_gardon"
998,998,"44.0137 4.1497","ripisylves_gardon"
999,999,"44.0146 4.1469","ripisylves_gardon"
1000,1000,"44.0165 4.1420","ripisylves_gardon"
1001,1001,"44.0138 4.1495","ripisylves_gardon"
1002,1002,"44.0125 4.1443","ripisylves_gardon"
1003,1003,"44.0321 4.1479","ripisylves_gardon"
1004,1004,"44.0303 4.1501","ripisylves_gardon"
1005,1005,"44.0282 4.1509","ripisylves_gardon"
1006,1006,"44.0269 4.1513","ripisylves_gardon"
1007,1007,"44.0259 4.1509","ripisylves_gardon"
1008,1008,"44.0016 4.1835","ripisylves_gardon"
1009,1009,"44.0349 4.1637","ripisylves_gardon"
1010,1010,"44.0333 4.1641","ripisylves_gardon"
1011,1011,"44.0342 4.1677","ripisylves_gardon"
1012,1012,"43.9964 4.2123","ripisylves_gardon"
1013,1013,"44.0073 4.1897","ripisylves_gardon"
1014,1014,"44.0056 4.1905","ripisylves_gardon"
1015,1015,"44.0019 4.1914","ripisylves_gardon"
1016,1016,"44.0042 4.1864","ripisylves_gardon"
1017,1017,"44.0055 4.1868","ripisylves_gardon"
1018,1018,"44.0053 4.1949","ripisylves_gardon"
1019,1019,"44.0053 4.1959","ripisylves_gardon"
1020,1020,"44.0346 4.3631","ripisylves_gardon"
1021,1021,"44.0337 4.3690","ripisylves_gardon"
1022,1022,"44.0343 4.3631","ripisylves_gardon"
1023,1023,"44.0329 4.3697","ripisylves_gardon"
1024,1024,"44.0369 4.3569","ripisylves_gardon"
1025,1025,"44.0390 4.3565","ripisylves_gardon"
1026,1026,"44.0405 4.3721","ripisylves_gardon"
1027,1027,"44.0399 4.3726","ripisylves_gardon"
1028,1028,"44.0389 4.3712","ripisylves_gardon"
1029,1029,"44.0382 4.3728","ripisylves_gardon"
1030,1030,"44.0365 4.3743","ripisylves_gardon"
1031,1031,"44.0369 4.3691","ripisylves_gardon"
1032,1032,"43.8662 4.5994","ripisylves_gardon"
1033,1033,"43.8638 4.5986","ripisylves_gardon"
1034,1034,"43.8634 4.5995","ripisylves_gardon"
1035,1035,"43.8633 4.5975","ripisylves_gardon"
1036,1036,"43.8557 4.6088","ripisylves_gardon"
1037,1037,"43.8557 4.6153","ripisylves_gardon"
1038,1038,"44.0234 4.1223","ripisylves_gardon"
1039,1039,"44.0144 4.1478","ripisylves_gardon"
1040,1040,"44.0148 4.1493","ripisylves_gardon"
1041,1041,"44.0164 4.1524","ripisylves_gardon"
1042,1042,"44.0266 4.1480","ripisylves_gardon"
1043,1043,"44.0258 4.1476","ripisylves_gardon"
1044,1044,"44.0240 4.1489","ripisylves_gardon"
1045,1045,"44.0236 4.1507","ripisylves_gardon"
1046,1046,"44.0231 4.1500","ripisylves_gardon"
1047,1047,"44.0192 4.1682","ripisylves_gardon"
1048,1048,"44.0187 4.1658","ripisylves_gardon"
1049,1049,"44.0201 4.1692","ripisylves_gardon"
1050,1050,"44.0161 4.1807","ripisylves_gardon"
1051,1051,"44.0159 4.1805","ripisylves_gardon"
1052,1052,"44.0126 4.1902","ripisylves_gardon"
1053,1053,"44.0141 4.1941","ripisylves_gardon"
1054,1054,"44.0126 4.1896","ripisylves_gardon"
1055,1055,"44.0161 4.1956","ripisylves_gardon"
1056,1056,"44.0181 4.2000","ripisylves_gardon"
1057,1057,"44.0188 4.2021","ripisylves_gardon"
1058,1058,"44.0247 4.1974","ripisylves_gardon"
1059,1059,"44.0303 4.1935","ripisylves_gardon"
1060,1060,"44.0291 4.1939","ripisylves_gardon"
1061,1061,"44.0342 4.1876","ripisylves_gardon"
1062,1062,"44.0387 4.1851","ripisylves_gardon"
1063,1063,"43.8424 4.6183","ripisylves_gardon"
1064,1064,"43.8451 4.6117","ripisylves_gardon"
1065,1065,"43.8605 4.6032","ripisylves_gardon"
